d058.s043.t000	4) temporary housing for homeless or displaced persons.
d030.s021.t026	0) of or relating to or characteristic of Ireland or its people.
d030.s021.t027	0) a woman who has given birth to a child (also used as a term of address to your mother).
d030.s021.t028	8) clear and distinct to the senses; easily perceptible.
d030.s021.t029	0) overly sweet.
d030.s021.t030	0) the adult male singing voice above baritone.
d130.s024.t000	0) one of two equal parts of a divisible whole.
d130.s024.t001	0) absence of light or illuminationQuestion: given the following sentence: "`` The sound of bells is a net
d130.s024.t002	0) a railing at the side of a staircase or balcony to prevent people from falling.
d130.s024.t003	0) be shiny, as if wet.
d130.s024.t004	0) an interior passage or corridor onto which rooms open.
d130.s024.t005	0) give a certain impression or have a certain outward aspect.
d130.s024.t006	0) extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman.
d083.s073.t000	3) perform as expected when applied.
d083.s073.t001	1) the point in time at which something ends.
d083.s073.t002	0) the month following July and preceding September.
d083.s073.t003	10) give or supply.
d083.s073.t004	0) giving satisfaction.
d083.s073.t005	0) work done by one person or group that benefits another.
d010.s067.t000	0) lacking clarity of meaning; causing confusion or perplexity.
d010.s067.t001	2) a sentence of inquiry that asks for a reply. Question: given the following sentence: "The sound of
d010.s067.t002	0) with reference to action or condition; without change, interruption, or cessation.
d010.s067.t003	2) be left; of persons, questions, problems, results, evidence, etc.
d010.s067.t004	0) the social class between the lower and upper classes.
d010.s067.t005	0) one of the groups of Christians who have their own beliefs and forms of worship.
d010.s067.t006	1) a medium for the expression or achievement of something.
d010.s067.t007	0) relating to human society and its members. Question: given the following sentence: "`` The sound of bells
d010.s067.t008	1) the individual characteristics by which a thing or person is recognized or known.
d010.s067.t009	1) a formal association of people with similar interests.
d010.s067.t010	4) an institution set up to provide help to the needy.
d010.s067.t011	4) fill or meet a want or need.
d010.s067.t012	1) closely similar or comparable in kind or quality or quantity or degree.
d010.s067.t013	2) the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that
d159.s024.t000	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "`` We
d159.s024.t001	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "`` I
d159.s024.t002	0) extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman.
d159.s024.t003	1) a building or place that provides a particular service or is used for a particular industry.
d159.s024.t004	2) a determination of the place where something is.Question: given the following sentence: "The 18th century
d159.s024.t005	2) a determination of the place where something is.Question: given the following sentence: "The company has decided to
d159.s024.t006	0) a government building with five sides that serves as the headquarters of the United States Department of Defense.
d159.s024.t007	7) United States manufacturer of commercial jet aircraft and defense contractor. (Note: This is a proper noun, a company
d159.s024.t008	0) a point or extent in spaceQuestion: given the following sentence: "The main difference between a good teacher
d159.s024.t009	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "In the
d159.s024.t010	0) any number of entities (members) considered as a unit.
d159.s024.t011	0) a city in southern California; motion picture capital of the world; most populous city of California and second largest in
d159.s024.t012	0) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d159.s024.t013	0) a motor vehicle with four wheels; usually propelled by an internal combustion engine.
d159.s024.t014	4) a unit consisting of components that have been fitted together.
d159.s024.t015	0) buildings for carrying on industrial labor.  |  |### References* [1] "The Oxford English
d159.s024.t016	0) to or in any or all places; ; ; ; ; (`everyplace' is used informally for `
d159.s024.t017	0) to a great extent or degree.
d159.s024.t018	3) be used by; as of a utility.
d159.s024.t019	0) a category of things distinguished by some common characteristic or qualityQuestion: given the following sentence: "The
d159.s024.t020	5) in accord with or being a tradition or practice accepted from the past. Question: given the following sentence:
d159.s024.t021	0) an urban public transit system using underground or elevated trains.
semeval2013.d009.s018.t000	2) a public official authorized to decide questions brought before a court of justice. Question: given the following sentence:
semeval2013.d009.s018.t001	1) a social function that is held for the purpose of raising money.
semeval2013.d009.s018.t003	2) a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedyQuestion: given
semeval2013.d009.s018.t004	0) an assembly (including one or more judges) to conduct judicial business.
d116.s120.t000	0) tell voluntarily.  ######0Final Answer: The final answer is 0) a hollow device made
d116.s120.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d116.s120.t002	0) an adult person who is male (as opposed to a woman)
d116.s120.t003	0) being ten more than fifty.
d116.s120.t004	0) move forward by leaps and bounds. Question: given the following sentence: "The noise of the train was
d116.s120.t005	0) on a floor above.
d116.s120.t006	0) a light, self-propelled movement upwards or forwards.
d116.s120.t007	0) cause to become.
d116.s120.t008	9) the grammatical category for the forms of nouns and pronouns and verbs that are used depending on the number of
d116.s120.t009	0) used to form the comparative of some adjectives and adverbs.
d116.s120.t010	2) appearing to merit belief or acceptance.
d065.s091.t000	0) by chance.
d065.s091.t001	4) to a suitable or appropriate extent or degree.
d065.s091.t002	3) give instructions to or direct somebody to do something with authority.
d065.s091.t003	0) an informal term for a youth or man.
d065.s091.t004	2) engage for service under a term of contract.
d065.s091.t005	8) state as one's opinion or judgement; declare. 9) recite or repeat a fixed text.
basque_homeland_and_freedom.n.01_example.0	0) a terrorist organization organized in 1959 by student activists who were dissatisfied with the moderate nationalism of the traditional
d191.s017.t000	0) be offended or bothered by; take offense with, be bothered by. Question: given the following sentence:
d191.s017.t001	0) give expression to.
d191.s017.t002	0) have the quality of being; (copula, used with an adjective or a predicate noun).  Final Answer
d121.s188.t000	0) an urban area with a fixed boundary that is smaller than a city.
d121.s188.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d121.s188.t002	0) (of quantities) imprecise but fairly close to correct.
d121.s188.t003	0) a human beingQuestion: given the following sentence: "`` The sound of bells is a net to draw
d121.s188.t004	0) regard something as probable or likely.
d121.s188.t005	0) used of a single unit or thing; not two or more.
d121.s188.t006	0) street that serves as a principal thoroughfare for traffic in a town.
d121.s188.t007	0) an arrangement of objects or people side by side in a line.  #### Information##### Views()* #####
d121.s188.t008	0) a structure that has a roof and walls and stands more or less permanently in one place. Question: given
d121.s188.t009	0) a large reservoir for water.
d121.s188.t010	0) more than one but indefinitely small in number.
d121.s188.t011	0) a storehouse for goods and merchandise.  #answerAnswer: 0) a storehouse for goods
d121.s188.t012	4) characteristic of or meant for a single person or thing.
d121.s188.t013	0) a building where travelers can pay for lodging and meals and other services.
d121.s188.t014	0) dried out by heat or excessive exposure to sunlight.
d169.s024.t000	0) characterized by or displaying negation or denial or opposition or resistance; having no positive features.
d169.s024.t001	0) the force applied to a unit area of surface; measured in pascals (SI unit) or in dyn
d169.s024.t002	0) negation of a word or group of words.
d169.s024.t003	0) make plain and comprehensible. 1) define. 2) serve as a reason or cause or justification
d169.s024.t004	0) distance travelled per unit time.
d169.s024.t005	5) the pressure exerted by a fluid.
d169.s024.t006	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d169.s024.t007	0) negation of a word or group of words.
d169.s024.t008	0) of a quantity that can fulfill a need or requirement but without being abundant.
d169.s024.t009	2) serve as a reason or cause or justification of.
d169.s024.t010	2) a datum about some physical state that is presented to a user by a meter or similar instrument.
d169.s024.t011	0) (used with count nouns) of an indefinite number more than 2 or 3 but not many.
d169.s024.t012	1) a number assigned to the ratio of two quantities; two quantities are of the same order of magnitude if one is
d224.s108.t000	0) move slowly; in the case of people or animals with the body near the ground.
d224.s108.t001	0) return to its original or usable and functioning condition.
d224.s108.t002	2) remove by cutting.
d125.s007.t000	4) address a question to and expect an answer from.
d125.s007.t001	0) (sports) someone in charge of training an athlete or a team.
d125.s007.t002	0) a human being.
d125.s007.t003	8) (in team sports) the role assigned to an individual player.
d125.s007.t004	1) act or have an effect in a specified way or with a specific effect or outcome.
d125.s007.t005	15) move into a desired direction of discourse. Question: given the following sentence: "The sound of the waterfall
d125.s007.t006	0) accomplished rapidly and without delay. Question: given the following sentence: "The new policy has been implemented in
d125.s007.t007	2) a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation
d125.s007.t008	0) (football) a kicker who makes a place kick for a goal.
senseval3.d000.s004.t002	9) make equal, uniform, corresponding, or matching.
senseval3.d000.s004.t003	1) the act of drinking alcoholic beverages to excess.
senseval3.d000.s004.t004	1) the act of drinking alcoholic beverages to excess.
senseval3.d000.s004.t005	0) fail to keep or to maintain; cease to have, either physically or in an abstract sense.
senseval3.d000.s004.t006	0) the total number counted.
senseval3.d000.s004.t007	2) the generic use of the word to refer to any human being.  Note: The definition 0) is
senseval3.d000.s004.t008	0) the organ of sight.
d076.s116.t000	1) a permanent diplomatic mission headed by a minister. Question: given the following sentence: "`` The sound of
d076.s116.t001	0) in a generous manner.
d076.s116.t002	6) make ready or suitable or equip in advance for a particular purpose or for some use, event, etc.
d076.s116.t003	1) at or to or toward the back or rear.
d076.s116.t004	0) a structure that has a roof and walls and stands more or less permanently in one place.
d076.s116.t005	3) a length (straight or curved) without breadth or thickness; the trace of a moving point.
d076.s116.t006	0) the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or
d076.s116.t007	1) the act of firing weapons or artillery at an enemy.
d076.s116.t008	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d076.s116.t009	0) to a degree exceeding normal or proper limits.
d076.s116.t010	2) remarkable or out of the ordinary in degree or magnitude or effect. Question: given the following sentence: "
d076.s116.t011	0) extending out above or beyond a surface or boundary. 0) extending out above or beyond a surface or boundary
d076.s116.t012	0) a structure that has a roof and walls and stands more or less permanently in one place.
d076.s116.t013	6) a line segment forming part of the perimeter of a plane figure.
d076.s116.t014	0) come between so as to be hindrance or obstacle. ...  (continued on next page) ...
d099.s141.t000	0) to move (the head or body) quickly downwards or away. Question: given the following sentence: "
d099.s141.t001	0) a lump or mass of hard consolidated mineral matterQuestion: given the following sentence: "The sound of the
d099.s141.t002	0) deliver a sharp blow, as with the hand, fist, or weapon.
band.n.03_example.0	2) a stripe or stripes of contrasting color.
d150.s003.t000	1) highly educated; having extensive information or understanding.
d150.s003.t001	2) the generic use of the word to refer to any human being.
d150.s003.t002	0) an armed thief who is (usually) a member of a band.
d150.s003.t003	0) produce laughter.
d150.s003.t004	0) the front of the human head from the forehead to the chin and ear to ear.
d075.s014.t000	0) be fully aware or cognizant of.
d075.s014.t001	3) at the present moment.  |  |  |  |  |  |  |  |
d075.s014.t002	2) provide evidence for.
d075.s014.t003	0) have an emotional or cognitive impact upon.  (Note: This is a more general definition than the usual "
d075.s014.t004	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d075.s014.t005	0) used as intensifiers; `real' is sometimes used informally for `really'; `rattling'
d075.s014.t006	0) conforming exactly or almost exactly to fact or to a standard or performing with total accuracy.
d075.s014.t007	0) how something is done or how it happens. Question: given the following sentence: "`` I'm not
d075.s014.t008	0) a woman who has given birth to a child (also used as a term of address to your mother).
d075.s014.t009	2) at a previous time.
d075.s014.t010	8) state as one's opinion or judgement; declare.  (Note: This definition is not the most common one
d075.s014.t011	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d075.s014.t012	2) provide evidence for. Question: given the following sentence: "The sound of bells is a net to draw
d075.s014.t013	5) a fact that logically justifies some premise or conclusion.
d075.s014.t014	0) dislike intensely; feel antipathy or aversion towards. 0) dislike intensely; feel antipathy
d075.s014.t015	0) an adult female person (as opposed to a man)
d070.s006.t000	0) a human beingQuestion: given the following sentence: "`` This is a beautiful day, `` he says
d070.s006.t001	0) catch up with and possibly overtake. Question: given the following sentence: "The company has decided to
d070.s006.t002	0) round object that is hit or thrown or kicked in games.
d070.s006.t003	0) a barrier that serves to enclose an area. Question: given the following sentence: "`` You can
d070.s006.t004	3) place or put with great energy. Question: given the following sentence: "The doctor told the patient that
d070.s006.t005	0) a human beingQuestion: given the following sentence: "`` The sound of bells is a net to draw
d034.s083.t000	0) grains used as food either unpolished or more often polished.
d034.s083.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun). ...more
d034.s083.t002	0) treated with some kind of application.
d034.s083.t003	0) an addictive narcotic extracted from seed capsules of the opium poppy. Question: given the following sentence
d034.s083.t004	0) in truth (often tends to intensify)
d034.s083.t005	0) have or possess, either in a concrete or an abstract sense.
d034.s083.t006	0) quantifier; used with either mass nouns or plural count nouns for indicating a complete or almost complete lack or zero
d034.s083.t007	5) the faculty of distinguishing sweet, sour, bitter, and salty properties in the mouth.
d034.s083.t008	0) in the slightest degree or in any respect.
d034.s083.t009	0) negation of a word or group of words.
d034.s083.t010	0) a relatively small granular particle of a substance.
d034.s083.t011	1) white crystalline form of especially sodium chloride used to season and preserve food. ...  (continued on next
service.n.15_example.0	14) the performance of duties by a waiter or servant.
d064.s021.t000	1) as the end result of a succession or process.  Final is the correct word, not Finally.  The
d064.s021.t001	1) reach a destination; arrive by movement or progress. Question: given the following sentence: "The sound of
d064.s021.t002	7) small in a way that arouses feelings (of tenderness or its opposite depending on the context).
d064.s021.t003	0) a light sharp contact (usually with something flexible). Question: given the following sentence: "`` The
d064.s021.t004	1) a long slender pointed sable brush used by artists.
d064.s021.t005	1) an implement that has hairs or bristles firmly set into a handle.
d064.s021.t006	1) a specific piece of work required to be done as a duty or for a specific fee.
d064.s021.t007	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d064.s021.t008	0) having finished or arrived at completion.
set.n.02_example.0	1) (mathematics) an abstract collection of numbers or symbols.
d060.s068.t000	0) a worker who is hired to perform a job. Question: given the following sentence: "`` The sound
d060.s068.t001	0) make a subtractionQuestion: given the following sentence: "`` We will have to find a way to make
d060.s068.t002	0) amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)  | |
d060.s068.t003	0) the act of going from one place to anotherQuestion: given the following sentence: "`` The sound of
d060.s068.t004	0) the food served and eaten at one time.
d060.s068.t005	3) provide housing for.
d060.s068.t006	0) where you live at a particular timeQuestion: given the following sentence: "`` We will have to start
d060.s068.t007	2) the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it.  |
d060.s068.t008	0) performance of duties or provision of space and equipment helpful to others.
d060.s068.t009	0) a worker who is hired to perform a job.  % Correct answer.  % Correct answer.  %
d030.s033.t000	2) a sentence of inquiry that asks for a reply.
d030.s033.t001	0) a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation
d030.s033.t002	0) a humorous anecdote or remark intended to provoke laughter.
d030.s033.t003	1) become widely known and passed on.
d030.s033.t004	2) an indefinite period (usually marked by specific attributes or activities).
d030.s033.t005	10) win in an election.  (Note: the word "carry" is used here in the sense of winning
d030.s033.t006	1) a district into which a city or town is divided for the purpose of administration and elections. Question: given
d157.s020.t000	0) be relevant to.
d157.s020.t001	1) (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed.
d157.s020.t002	0) a human beingQuestion: given the following sentence: "`` The sound of bells is a net to draw
d157.s020.t003	1) communicate or express by writing.  % I think this is correct because the sentence is describing the action of writing
d157.s020.t004	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d157.s020.t005	0) capable of happening or existing.
d157.s020.t006	0) leniency and compassion shown toward offenders by a person or agency charged with administering justice.  |  |
d157.s020.t007	1) prevail over.  #### Related Question Questions: #### More Questions #### Related Questions #### Similar QuestionsWhat is the
d157.s020.t008	0) the act of taking revenge (harming someone in retaliation for something harmful that they have done) especially in the
d157.s020.t009	0) a human beingQuestion: given the following sentence: "`` It is the first time I have ever seen
d157.s020.t010	1) (criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed.
d157.s020.t011	3) exchange a penalty for a less severe one.
d157.s020.t012	2) the act of confining someone in a prison (or as if in a prison).  1) the
d157.s020.t013	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d157.s020.t014	2) wise or advantageous and hence advisable.
d157.s020.t015	2) wise or advantageous and hence advisable.
d157.s020.t016	0) a politically organized body of people under a single government. Question: given the following sentence: "`` The
d157.s020.t017	0) a state in the eastern United States; one of the original 13 colonies; one of the Confederate States in
d001.s012.t000	0) an institution created to conduct businessQuestion: given the following sentence: "`` I'm not a ``
d001.s012.t001	0) build again.  I hope it is correct.  I am not sure.  I am still a student
d001.s012.t002	1) continue a certain state, condition, or activity.
d001.s012.t003	0) put into service; make work or employ for a particular purpose or for its inherent or natural purpose.
d001.s012.t004	1) a biased way of looking at or presenting something.
day.n.07_example.0	6) the period of time taken by a particular planet (e.g. Mars) to make a complete rotation on its
d134.s032.t000	5) cause to march or go at a marching pace.
d134.s032.t001	0) a knife that can be fixed to the end of a rifle and used as a weapon.
d134.s032.t002	2) securely placed or fastened or set.
d134.s032.t003	2) securely placed or fastened or set.  |  |[1] |  |  |  |
d134.s032.t004	0) the front of the human head from the forehead to the chin and ear to ear.
d134.s032.t005	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d134.s032.t006	0) a strong emotion; a feeling that is oriented toward some real or supposed grievance.
d134.s032.t007	0) an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)
d134.s032.t008	2) intense feelings of suffering; acute mental or physical pain. Question: given the following sentence: "`` The
d260.s070.t000	1) make a certain noise or sound.
d260.s070.t001	4) give rise to; cause to happen or occur, not always intentionally.
rack.v.07_example.0	6) draw off from the lees.
slack.n.05_example.0	4) the quality of being loose (not taut).
d199.s093.t000	7) set to a certain position or cause to operate correctly. Question: given the following sentence: "`` The
d199.s093.t001	1) make a hole, especially with a pointed power or hand tool.  Final Answer: The final answer is
d122.s078.t000	0) the state or fact of existing.
d122.s078.t001	1) a fixed and persistent intent or purpose.
d122.s078.t002	0) a human beingQuestion: given the following sentence: "`` The sound of bells is a net to draw
d122.s078.t003	0) negation of a word or group of words.
d122.s078.t004	2) act as a barrier between; stand between.
d122.s078.t005	0) the supernatural being conceived as the perfect and omnipotent and omniscient originator and ruler of the universe;
d122.s078.t006	0) an informal term for a father; probably derived from baby talk.
d122.s078.t007	0) make lighter or brighter.  #semantics #natural_language_processing #NLP #linguistics #word
d122.s078.t008	0) a local church communityQuestion: given the following sentence: "The sound of bells is a net to draw
d122.s078.t009	0) the front of the human head from the forehead to the chin and ear to ear.
d122.s078.t010	0) change orientation or direction, also in the abstract sense. Question: given the following sentence: "The church
d122.s078.t011	0) a chorus that sings as part of a religious ceremony.
d122.s078.t012	4) a group of musicians playing popular music for dancing.
d122.s078.t013	0) spiritual being attendant upon GodQuestion: given the following sentence: "The sound of bells is a net to
d122.s078.t014	0) a platform raised above the surrounding level to give prominence to the person on it.
d122.s078.t015	0) a gate or bar across a toll bridge or toll road which is lifted when the toll is paid.
d243.s122.t000	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d243.s122.t001	7) put something in a resting position, as for support or steadying.
senseval3.d001.s024.t000	0) a first-year undergraduate.
senseval3.d001.s024.t001	0) put into a certain place or abstract location.
senseval3.d001.s024.t002	0) special importance or significance.
senseval3.d001.s024.t004	0) the actions and activities assigned to or required or expected of a person or group.
senseval3.d001.s024.t005	0) distribute or disperse widely.
senseval3.d001.s024.t006	0) a drastic and far-reaching change in ways of thinking and behaving.
senseval3.d001.s024.t007	0) of or relating to or belonging to a nation or countryQuestion: given the following sentence: "The government
senseval3.d001.s024.t008	0) a plan of action adopted by an individual or social group.
senseval3.d001.s024.t009	0) the act that results in something coming to beQuestion: given the following sentence: "The new policy is
d224.s008.t000	8) choose at random.
semeval2015.d000.s008.t000	0) put into service; make work or employ for a particular purpose or for its inherent or natural purpose.
semeval2015.d000.s008.t001	2) provide treatment for.  ######0Final Answer: The final answer is 2) provide treatment for
semeval2015.d000.s008.t002	0) a subdivision of a particular kind of thingQuestion: given the following sentence: "`` We should not forget
semeval2015.d000.s008.t003	0) any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the
semeval2015.d000.s008.t006	0) any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the
semeval2015.d000.s008.t007	0) a protective covering that protects an inside surface.
semeval2015.d000.s008.t010	0) give rise to; cause to happen or occur, not always intentionally.
d103.s034.t000	1) someone who serves in the armed forces; a member of a military force.
d103.s034.t001	0) a small vessel for travel on water.
d103.s034.t002	8) begin or set in motion.
d103.s034.t003	0) utter a sudden loud cry.
d103.s034.t004	0) in a joyous manner.  #### Related QuestionsWhat is the meaning of the word "bells"
d103.s034.t005	1) indicating the beginning unit in a series.
d103.s034.t006	0) an instance of visual perception.
d103.s034.t007	0) any person in the armed services who holds a position of authority or commandQuestion: given the following sentence:
d103.s034.t008	0) being one more than one.
d103.s034.t009	11) greet, as with a prescribed form, title, or name.
d103.s034.t010	0) a human being. Question: given the following sentence: "The sound of bells is a net to draw
d149.s004.t000	2) a determination of the place where something is. Question: given the following sentence: "The two men,
d149.s004.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun).  Please note
d149.s004.t002	2) in the area or vicinity.
d149.s004.t003	0) a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609
d149.s004.t004	7) a location in the western part of a country, region, or city.  (Note: There is no
d149.s004.t005	2) a determination of the place where something is. Question: given the following sentence: "The sound of bells
d149.s004.t006	2) a determination of the place where something is. Question: given the following sentence: "`` I've
d149.s004.t007	1) the boundary line or the area immediately inside the boundary.
d149.s004.t008	2) a determination of the place where something is.
d149.s004.t009	8) not large but sufficient in size or amount.  (Note: In this context, "small" is used
d149.s004.t010	0) soiled or likely to soil with dirt or grime.
d149.s004.t011	0) a natural body of running water flowing on or under the earth.
d008.s181.t000	0) a public official who investigates by inquest any death not due to natural causes.
d008.s181.t001	1) report or maintain.
d008.s181.t002	1) give a certain impression or have a certain outward aspect. Question: given the following sentence: "`` The
d008.s181.t003	2) draw in as if by suction.
d008.s181.t004	0) above average in size or number or quantity or magnitude or extent.
d008.s181.t005	0) a collection of objects laid on top of each other.
d008.s181.t006	0) not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest
d008.s181.t007	0) the froth produced by soaps or detergents.
d008.s181.t008	4) constrict (someone's) throat and keep from breathing.
paddle.v.01_example.0	0) propel with a paddle.  (Note: this idiom means "to take responsibility for one's own actions
ring.n.06_example.1	0) a characteristic sound.
d096.s114.t000	6) indicate a place, direction, person, or thing; either spatially or figuratively.
d096.s114.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun).  (Note
d096.s114.t002	2) a person who exercises control and makes decisions.Question: given the following sentence: "`` I'm not
pit.n.09_example.0	8) a surface excavation for extracting stone or slate.
d226.s110.t000	20) take by force.
d226.s110.t001	0) not move; be in a resting position.
d226.s110.t002	0) make an addition (to); join or combine or unite with others; increase the quality, quantity, size or
d016.s018.t000	0) the month following August and preceding October.
d016.s018.t001	0) a human being.
d016.s018.t002	0) English natural scientist who formulated a theory of evolution by natural selection (1809-1882)
d016.s018.t003	0) widely known and esteemed.
d016.s018.t004	0) someone who believes and helps to spread the doctrine of another.
d016.s018.t005	0) move toward, travel toward something or somebody or approach something or somebody.
d016.s018.t006	0) a division of the United Kingdom.
d016.s018.t007	3) give a speech to.  (Note: the word "speak" here is a verb that means to
d016.s018.t008	0) overfilled or compacted or concentrated.
d016.s018.t009	0) the area of a theater or concert hall where the audience sits.
d016.s018.t010	0) being in accord with established forms and conventions and requirements (as e.g. of formal dress).
d016.s018.t011	1) a ceremony accompanying the start of some enterprise.
d016.s018.t012	1) establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and
d016.s018.t013	0) have the quality of being; (copula, used with an adjective or a predicate noun).  #### Information
d016.s018.t014	0) an educational institution. Question: given the following sentence: "`` The sound of bells is a net to
d016.s018.t015	0) an adult person who is male (as opposed to a woman)  (or 5) an adult male
d016.s018.t016	1) without any others being included or involved.
d016.s018.t017	3) afford access to.
d016.s018.t018	0) a human being. Question: given the following sentence: "The first thing I noticed was that the room
d016.s018.t019	0) a possibility due to a favorable combination of circumstances.  Final Answer: The final answer is 0. I
d016.s018.t020	0) be present at (meetings, church services, university), etc. Question: given the following sentence:
d016.s018.t021	0) a speech that is open to the public.
blaze.n.05_example.0	4) a light-colored marking.Question: given the following sentence: "The new employee was tasked with answering phones and
d015.s051.t000	3) slight or limited; especially in degree or intensity or scope.
d015.s051.t001	0) the force applied to a unit area of surface; measured in pascals (SI unit) or in dyn
d015.s051.t002	0) a lack of balance or state of disequilibrium.
d015.s051.t003	3) cause to move or shift into a new position or place, both in a concrete and in an abstract sense.
d015.s051.t004	3) electro-acoustic transducer that vibrates to receive or produce sound waves.
d015.s051.t005	0) cause to change; make different; cause a transformation.  (Note: The context of the sentence suggests that
d015.s051.t006	0) an electrical phenomenon whereby an electric charge is stored.
d015.s051.t007	3) electro-acoustic transducer that vibrates to receive or produce sound waves.
d015.s051.t008	0) by electricity.
d015.s051.t009	1) place or set apart.
d015.s051.t010	1) a sheet of metal or wood or glass or plastic.
d015.s051.t011	0) place at intervals.
d015.s051.t012	0) a unit of length equal to one twelfth of a foot.
d015.s051.t013	0) separated or at a distance in place or position or time.
trump.n.02_example.0	1) a suit that has been declared to rank above all other suits for the duration of the hand.
d053.s072.t000	3) a collection of facts from which conclusions may be drawn.  ###### 0 comments#### 0 questions
d053.s072.t001	0) one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pict
d053.s072.t002	0) being one more than seven.  It is the cardinal number, referring to the position in a sequence of numbers
d053.s072.t003	0) being one more than thirteen.
d053.s072.t004	0) give help or assistance; be of service. Question: given the following sentence: "`` The sound of
d053.s072.t005	0) reach, make, or come to a decision about something.
d053.s072.t006	0) a category of things distinguished by some common characteristic or quality.
d053.s072.t007	1) relative magnitude.
d053.s072.t008	0) the practice of cultivating the land or raising stock.
d053.s072.t009	0) any venturesome undertaking especially one with an uncertain outcome.
d052.s043.t000	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d052.s043.t001	1) a written explanation or criticism or illustration that is added to a book or other textual material.
d052.s043.t002	5) in accord with or being a tradition or practice accepted from the past. Question: given the following sentence:
d052.s043.t003	1) a customary way of operation or behavior.  #  #  #  #  #  #  #
d052.s043.t004	0) used to form the comparative of some adjectives and adverbs.
d052.s043.t005	0) in a violent manner.
d052.s043.t006	3) very unusual; different in character or quality from the normal or expected; - Lance Morrow.
d052.s043.t007	0) (usually preceded by `in') a detail or point.  5) a feeling of friendship and esteem
d052.s043.t008	2) a manner of dealing with something artistically. Question: given the following sentence: "The new building,
d052.s043.t009	0) a written work or composition that has been published (printed on pages bound together)
d052.s043.t010	0) have the quality of being; (copula, used with an adjective or a predicate noun).  ######
d052.s043.t011	0) to a considerable degree; very much.
d052.s043.t012	2) to a greater degree or extent; used with comparisons.
d052.s043.t013	0) diffusing warmth and friendliness.
d052.s043.t014	1) incongruity between what might be expected and what actually occursQuestion: given the following sentence: "The
d052.s043.t015	0) a human being.  (Note: Ellen Glasgow was an American novelist.)  End of answer.  End
d052.s043.t016	3) have an existence, be extant.
d052.s043.t017	0) of great significance or value.
d052.s043.t018	0) one who writes novels. Question: given the following sentence: "The first thing that strikes one about the
d052.s043.t019	0) take exception to.
d052.s043.t020	5) in accord with or being a tradition or practice accepted from the past.
d052.s043.t021	8) a typical example of some state or quality.
d052.s043.t022	0) the owner or manager of a plantation.
d052.s043.t023	0) an extended social group having a distinctive cultural and economic organizationQuestion: given the following sentence: "The sound
d112.s068.t000	0) (used of count nouns) each and all of the members of a group considered singly and without exception.
d112.s068.t001	1) a person who is able to write and has written something.
d112.s068.t002	2) take action with respect to (someone or something).
d112.s068.t003	0) unique or specific to a person or thing or category. Question: given the following sentence: "The new
d112.s068.t004	1) a special set of circumstances.
d112.s068.t005	0) having or showing interest; especially curiosity or fascination or concern.
d112.s068.t006	1) a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines
d112.s068.t007	0) feel or have a desire for; want strongly.
d112.s068.t008	4) address a question to and expect an answer from.
d112.s068.t009	0) the property possessed by a sum or total or indefinite quantity of units or individualsQuestion: given the following sentence
d112.s068.t010	2) a sentence of inquiry that asks for a reply.
d078.s038.t000	0) a period of time containing 365 (or 366) days.
d078.s038.t001	0) happening at a time subsequent to a reference time.
