d058.s043.t000	shelter.n.h.01.
d143.s074.t000	host.n.h.01.
d143.s074.t001	go_over.v.h.03.
d143.s074.t002	stare.v.h.01.
d143.s074.t003	window.n.h.01.
d143.s074.t004	peacock.n.h.02.
d143.s074.t005	then.r.h.01.
d143.s074.t006	turn_to.v.h.01.
light.s.22_example.0	light.a.h.01.
pass.n.04_example.0	pass.n.h.01.
post.n.11_example.0	post.n.h.02.
d171.s006.t000	slope.n.h.01.
d171.s006.t001	ain.a.h.01.
d171.s006.t002	post.n.h.03.
d171.s006.t003	stretch.v.h.01.
d171.s006.t004	2.a.h.01.
d171.s006.t005	row.n.h.01.
d171.s006.t006	barbed_wire.n.h.01.
d021.s037.t000	friend.n.h.01.
d021.s037.t001	land_of_enchantment.n.h.01.
d021.s037.t002	say.v.h.01.
d021.s037.t003	court_order.n.h.01.
d021.s037.t004	cause.v.h.01.
d021.s037.t005	particular.a.h.01.
d021.s037.t006	there.r.h.01.
d021.s037.t007	go.v.h.01.
d021.s037.t008	as.r.h.01.
d021.s037.t009	merry.a.h.01.
d021.s037.t010	marriage.n.h.01.
d021.s037.t011	bell.n.h.05.
d000.s057.t000	early.a.h.01.
d000.s057.t001	retirement.n.h.01.
d000.s057.t002	nonproductive.a.h.01.
d000.s057.t003	disabled.a.h.01.
d000.s057.t004	employee.n.h.01.
d000.s057.t005	reduce.v.h.01.
d000.s057.t006	number.n.h.01.
d000.s057.t007	busywork.n.h.01.
d000.s057.t008	job.n.h.02.
d123.s007.t000	appear.v.h.01.
d123.s007.t001	be.v.h.01.
d123.s007.t002	possible.a.h.01.
d123.s007.t003	determine.v.h.01.
d123.s007.t004	mechanism.n.h.01.
d123.s007.t005	thermal.a.h.01.
d123.s007.t006	photochemical_reaction.n.h.01.
d123.s007.t007	liquid.n.h.01.
d123.s007.t008	gas.n.h.01.
d123.s007.t009	phase.n.h.01.
d123.s007.t010	determine.v.h.01.
d123.s007.t011	value.n.h.01.
d123.s007.t012	activation_energy.n.h.01.
d123.s007.t013	intermediate.a.h.01.
d123.s007.t014	reaction.n.h.01.
d123.s007.t015	atom.n.h.01.
d123.s007.t016	free_radical.n.h.01.
d123.s007.t017	information.n.h.01.
d123.s007.t018	heat_of_dissociation.n.h.01.
d123.s007.t019	carbon.n.h.01.
d123.s007.t020	halogen.n.h.01.
d123.s007.t021	bond.n.h.03.
d282.s013.t000	tag.v.h.01.
d282.s013.t001	become.v.h.01.
d117.s079.t000	road.n.h.01.
d117.s079.t001	seem.v.h.01.
d117.s079.t002	animated.a.h.01.
d117.s079.t003	few.a.h.01.
d117.s079.t004	wagon.n.h.01.
d117.s079.t005	usual.a.h.01.
d117.s079.t006	carriage.n.h.01.
d117.s079.t007	raise_up.v.h.01.
d117.s079.t008	june.n.h.01.
d117.s079.t009	dust.n.h.01.
d117.s079.t010	beyond.r.h.01.
d117.s079.t011	hayfield.n.h.01.
d117.s079.t012	local.a.h.01.
d117.s079.t013	militia.n.h.01.
d117.s079.t014	company.n.h.01.
d117.s079.t015	drill.v.h.01.
d117.s079.t016	musket.n.h.01.
d117.s079.t017	rifle.n.h.01.
d117.s079.t018	every.a.h.01.
d117.s079.t019	kind.n.h.01.
d117.s079.t020	horse.n.h.01.
d117.s079.t021	handgun.n.h.01.
d117.s079.t022	old.a.h.01.
d117.s079.t023	sword.n.h.01.
d117.s079.t024	cutlas.n.h.01.
d086.s038.t000	tendency.n.h.01.
d086.s038.t001	treat.v.h.01.
d086.s038.t002	election.n.h.01.
d086.s038.t003	instrument.n.h.01.
d086.s038.t004	self-interest.n.h.01.
d086.s038.t005	instrument.n.h.01.
d086.s038.t006	national.a.h.01.
d086.s038.t007	interest.n.h.01.
d086.s038.t008	have.v.h.01.
d086.s038.t009	2.a.h.01.
d086.s038.t010	important.a.h.01.
d086.s038.t011	effect.n.h.01.
d086.s038.t012	electoral.a.h.01.
d086.s038.t013	planning.n.h.01.
d086.s038.t014	al-magrib.n.h.01.
excise.v.03_example.0	excise.v.h.02.
d324.s041.t000	run_across.v.h.01.
d324.s041.t001	express.v.h.01.
d324.s041.t002	get.v.h.01.
d028.s115.t000	day.n.h.02.
d028.s115.t001	dog.n.h.01.
d028.s115.t002	eire.n.h.01.
d028.s115.t003	do.v.h.01.
d028.s115.t004	too.r.h.01.
d028.s115.t005	maybe.r.h.01.
d028.s115.t006	also.r.h.01.
d028.s115.t007	pig.n.h.01.
d050.s067.t000	truth.n.h.02.
ring.v.06_example.0	ring.v.h.02.
monetary_value.n.01_example.1	price.n.h.02.
d029.s009.t000	pole.n.h.03.
d029.s009.t001	contrast.n.h.01.
d029.s009.t002	emphasise.v.h.01.
d029.s009.t003	tension.n.h.03.
d029.s009.t004	2.a.h.01.
d029.s009.t005	approach.n.h.01.
d029.s009.t006	understand.v.h.01.
d029.s009.t007	artistic.a.h.01.
d029.s009.t008	imagination.n.h.01.
d029.s009.t009	readily.r.h.01.
d029.s009.t010	see.v.h.01.
d029.s009.t011	be.v.h.01.
d029.s009.t012	non.r.h.01.
d029.s009.t013	mutually_exclusive.a.h.01.
d029.s009.t014	belong.v.h.01.
d029.s009.t015	together.r.h.01.
d175.s063.t000	only.r.h.01.
d175.s063.t001	paved.a.h.01.
d175.s063.t002	alleyway.n.h.01.
d175.s063.t003	tunnel.v.h.01.
d175.s063.t004	wall.n.h.01.
d175.s063.t005	fortress.n.h.01.
d175.s063.t006	mysterious.a.h.01.
d175.s063.t007	core.n.h.03.
d175.s063.t008	intimacy.n.h.01.
d175.s063.t009	house.n.h.01.
d175.s063.t010	backyard.n.h.01.
d175.s063.t011	own.v.h.01.
d175.s063.t012	fence.n.h.01.
d175.s063.t013	one.a.h.01.
d175.s063.t014	man.n.h.01.
d175.s063.t015	property.n.h.01.
d175.s063.t016	blend.v.h.01.
d175.s063.t017	next.a.h.01.
d175.s063.t018	form.v.h.01.
d175.s063.t019	courtyard.n.h.01.
d175.s063.t020	know.v.h.01.
d175.s063.t021	privacy.n.h.01.
semeval2013.d009.s004.t000	justice.n.h.01.
semeval2013.d009.s004.t001	suit.n.h.01.
semeval2013.d009.s004.t002	hour.n.h.01.
semeval2013.d009.s004.t003	argument.n.h.01.
semeval2013.d009.s004.t004	march.n.h.01.
semeval2013.d009.s004.t006	race.n.h.02.
semeval2013.d009.s004.t007	swing.n.h.01.
semeval2013.d009.s004.t008	time.n.h.01.
semeval2013.d009.s004.t009	court.n.h.01.
semeval2013.d009.s004.t010	decision.n.h.01.
d146.s085.t000	consign.v.h.01.
d146.s085.t001	cash.n.h.02.
d146.s085.t002	box.n.h.01.
d146.s085.t003	hand.n.h.01.
d146.s085.t004	person.n.h.01.
d146.s085.t005	then.r.h.01.
d146.s085.t006	stand_by.v.h.01.
d146.s085.t007	employer.n.h.01.
d146.s085.t008	check.v.h.01.
d146.s085.t009	content.n.h.02.
d146.s085.t010	list.n.h.01.
d146.s085.t011	item.n.h.01.
d146.s085.t012	sell.v.h.01.
d096.s086.t000	aeroplane.n.h.01.
d096.s086.t001	make.v.h.01.
d096.s086.t002	feel.v.h.01.
d096.s086.t003	faint.a.h.01.
d096.s086.t004	capital_of_japan.n.h.01.
d096.s086.t005	go.v.h.01.
d096.s086.t006	summer.n.h.01.
d096.s086.t007	give.v.h.01.
d096.s086.t008	raw.a.h.01.
d096.s086.t009	fish.n.h.01.
d096.s086.t010	breakfast.n.h.01.
d096.s086.t011	come.v.h.01.
d096.s086.t012	straight.r.h.01.
d096.s086.t013	home.r.h.01.
patter.n.02_example.1	patter.n.h.01.
d174.s033.t000	spend.v.h.01.
d174.s033.t001	morning.n.h.01.
d174.s033.t002	revise.v.h.01.
d174.s033.t003	act.n.h.03.
d174.s033.t004	eliminate.v.h.01.
d174.s033.t005	all.a.h.01.
d174.s033.t006	gay.a.h.01.
d174.s033.t007	song.n.h.02.
d174.s033.t008	patter.n.h.01.
d174.s033.t009	dancing.n.h.01.
d174.s033.t010	view.n.h.01.
d174.s033.t011	best.a.h.01.
d174.s033.t012	pr.n.h.02.
d108.s092.t000	person.n.h.01.
d108.s092.t001	lay.v.h.01.
d108.s092.t002	steaming.a.h.01.
d108.s092.t003	towel.n.h.01.
d108.s092.t004	kid.n.h.01.
d108.s092.t005	chest.n.h.01.
d108.s092.t006	stomach.n.h.01.
semeval2013.d000.s023.t001	urgency.n.h.01.
semeval2013.d000.s023.t003	fact.n.h.01.
semeval2013.d000.s023.t004	issue.n.h.01.
semeval2013.d000.s023.t005	deal.n.h.01.
d120.s030.t000	year.n.h.01.
d120.s030.t001	old.a.h.01.
d120.s030.t002	person.n.h.01.
d120.s030.t003	prominent.a.h.01.
d120.s030.t004	corporation.n.h.01.
d120.s030.t005	attorney.n.h.01.
d120.s030.t006	sport.n.h.01.
d120.s030.t007	background.n.h.01.
d120.s030.t008	generally.r.h.01.
d120.s030.t009	recognize.v.h.01.
d120.s030.t010	man.n.h.01.
d120.s030.t011	most.r.h.01.
d120.s030.t012	responsible_for.a.h.01.
d120.s030.t013	imminent.a.h.01.
d120.s030.t014	return.n.h.01.
d120.s030.t015	group.n.h.01.
d120.s030.t016	club.n.h.01.
d120.s030.t017	new_york.n.h.02.
pass.n.15_example.0	pass.n.h.01.
d149.s007.t000	person.n.h.01.
d149.s007.t001	come.v.h.01.
d149.s007.t002	train.n.h.01.
d149.s007.t003	location.n.h.01.
d149.s007.t004	look.v.h.01.
d149.s007.t005	city.n.h.01.
d149.s007.t006	rather.r.h.01.
d149.s007.t007	pleasant.a.h.01.
d149.s007.t008	white.a.h.01.
d149.s007.t009	city.n.h.01.
d149.s007.t010	be.v.h.01.
d149.s007.t011	hill.n.h.06.
d149.s007.t012	chief.a.h.01.
d149.s007.t013	store.n.h.01.
d149.s007.t014	be.v.h.01.
d112.s063.t000	publisher.n.h.01.
d112.s063.t001	want.v.h.01.
d112.s063.t002	book.n.h.01.
d112.s063.t003	sell.v.h.01.
d112.s063.t004	recording_studio.n.h.01.
d112.s063.t005	want.v.h.01.
d112.s063.t006	disc.n.h.01.
d112.s063.t007	non.r.h.01.
d112.s063.t008	seem.v.h.01.
d112.s063.t009	strange.a.h.01.
d112.s063.t010	ear.n.h.01.
d112.s063.t011	used_to.a.h.01.
d112.s063.t012	hillbilly_music.n.h.01.
d112.s063.t013	elementary_school.n.h.01.
d112.s063.t014	high_school.n.h.01.
d112.s063.t015	want.v.h.01.
d112.s063.t016	quaint.a.h.01.
d112.s063.t017	moral.a.h.01.
d112.s063.t018	material.n.h.01.
d131.s070.t000	therefore.r.h.01.
d131.s070.t001	independent.a.h.01.
d131.s070.t002	balloting.n.h.01.
d131.s070.t003	couple.n.h.01.
d131.s070.t004	cast.v.h.02.
d131.s070.t005	2.a.h.01.
d131.s070.t006	vote.n.h.01.
d131.s070.t007	picture.n.h.01.
d131.s070.t008	cast.v.h.02.
d131.s070.t009	2.a.h.01.
d131.s070.t010	vote.n.h.01.
d131.s070.t011	picture.n.h.01.
d030.s051.t000	election_day.n.h.01.
d030.s051.t001	nov.n.h.01.
d030.s051.t002	4th.a.h.01.
d030.s051.t003	energetically.r.h.01.
d030.s051.t004	marshal.v.h.01.
d030.s051.t005	force.n.h.01.
d030.s051.t006	bludgeon.n.h.01.
d030.s051.t007	man.n.h.01.
d030.s051.t008	briber.n.h.01.
d030.s051.t009	expert.n.h.01.
d030.s051.t010	forge.v.h.01.
d030.s051.t011	repeat.n.h.01.
d030.s051.t012	vote.n.h.01.
spell.v.04_example.0	spell.v.h.01.
d046.s070.t000	most.r.h.01.
d046.s070.t001	striking.a.h.01.
d046.s070.t002	aspect.n.h.01.
d046.s070.t003	interaction.n.h.01.
d046.s070.t004	demonstrate.v.h.01.
d046.s070.t005	be.v.h.01.
d046.s070.t006	marked.a.h.01.
d046.s070.t007	decrement.n.h.01.
d046.s070.t008	suffer.v.h.01.
d046.s070.t009	child.n.h.01.
d046.s070.t010	unstructured.a.h.01.
d046.s070.t011	school.n.h.01.
d171.s132.t000	smile.v.h.01.
d171.s132.t001	person.n.h.01.
d171.s132.t002	protestation.n.h.01.
d171.s132.t003	old.a.h.01.
d171.s132.t004	monastic.n.h.01.
d171.s132.t005	take.v.h.01.
d171.s132.t006	grip.n.h.01.
d171.s132.t007	lead.v.h.01.
d171.s132.t008	corridor.n.h.01.
d171.s132.t009	small.a.h.01.
d171.s132.t010	parlor.n.h.01.
easy.s.10_example.1	light.a.h.02.
d143.s056.t000	become.v.h.01.
d143.s056.t001	hard.a.h.01.
d143.s056.t002	hard.a.h.01.
d143.s056.t003	tell.v.h.01.
d143.s056.t004	law.n.h.03.
d143.s056.t005	court.n.h.01.
d143.s056.t006	political_arena.n.h.01.
d143.s056.t007	modern.a.h.01.
d143.s056.t008	theater.n.h.01.
d063.s009.t000	modern.a.h.01.
d063.s009.t001	resource.n.h.01.
d063.s009.t002	use.n.h.01.
d063.s009.t003	game.n.h.01.
d063.s009.t004	management.n.h.01.
d063.s009.t005	practice.n.h.01.
d063.s009.t006	be.v.h.01.
d063.s009.t007	still.r.h.01.
d063.s009.t008	game.n.h.01.
d063.s009.t009	shoot.v.h.01.
d063.s009.t010	even.r.h.01.
d063.s009.t011	ever.r.h.01.
d063.s009.t012	encroachment.n.h.01.
d063.s009.t013	land.n.h.02.
d063.s009.t014	water.n.h.01.
d030.s021.t000	also.r.h.01.
d030.s021.t001	at_the_same_time.r.h.01.
d030.s021.t002	gain.v.h.01.
d030.s021.t003	practical.a.h.01.
d030.s021.t004	experience.n.h.01.
d030.s021.t005	cracksman.n.h.01.
d030.s021.t006	highwayman.n.h.01.
d030.s021.t007	learn.v.h.01.
d030.s021.t008	shoot.v.h.01.
d030.s021.t009	kill.v.h.01.
d030.s021.t010	neandertal.a.h.01.
d030.s021.t011	manslayer.n.h.01.
d030.s021.t012	name.v.h.01.
d030.s021.t013	person.n.h.01.
d030.s021.t014	later.r.h.01.
d030.s021.t015	commit.v.h.01.
d030.s021.t016	group.n.h.01.
d030.s021.t017	homicidal.a.h.01.
d030.s021.t018	maniac.n.h.01.
d030.s021.t019	eye.n.h.01.
d030.s021.t020	mist.v.h.01.
d030.s021.t021	tear.n.h.02.
d030.s021.t022	young.a.h.01.
d030.s021.t023	person.n.h.01.
d030.s021.t024	sing.v.h.01.
d030.s021.t025	ballad.n.h.01.
d030.s021.t026	irish.a.h.01.
d030.s021.t027	mother.n.h.01.
d030.s021.t028	clear.a.h.01.
d030.s021.t029	syrupy.a.h.01.
d030.s021.t030	tenor.n.h.01.
d130.s024.t000	half.n.h.01.
d130.s024.t001	darkness.n.h.01.
d130.s024.t002	balusters.n.h.01.
d130.s024.t003	gleam.v.h.01.
d130.s024.t004	hall.n.h.02.
d130.s024.t005	seem.v.h.01.
d130.s024.t006	enormous.a.h.01.
d083.s073.t000	work.v.h.01.
d083.s073.t001	end.n.h.01.
d083.s073.t002	aug.n.h.01.
d083.s073.t003	give.v.h.01.
d083.s073.t004	satisfactory.a.h.01.
d083.s073.t005	service.n.h.01.
d010.s067.t000	perplexing.a.h.01.
d010.s067.t001	question.n.h.01.
d010.s067.t002	still.r.h.01.
d010.s067.t003	remain.v.h.01.
d010.s067.t004	bourgeoisie.n.h.01.
d010.s067.t005	church.n.h.01.
d010.s067.t006	vehicle.n.h.01.
d010.s067.t007	social.a.h.01.
d010.s067.t008	identity.n.h.01.
d010.s067.t009	club.n.h.01.
d010.s067.t010	charity.n.h.01.
d010.s067.t011	fill.v.h.01.
d010.s067.t012	same.a.h.01.
d010.s067.t013	need.n.h.01.
d159.s024.t000	group.n.h.01.
d159.s024.t001	group.n.h.01.
d159.s024.t002	enormous.a.h.01.
d159.s024.t003	installation.n.h.01.
d159.s024.t004	location.n.h.01.
d159.s024.t005	location.n.h.01.
d159.s024.t006	pentagon.n.h.01.
d159.s024.t007	group.n.h.01.
d159.s024.t008	location.n.h.01.
d159.s024.t009	group.n.h.01.
d159.s024.t010	group.n.h.01.
d159.s024.t011	city_of_the_angels.n.h.01.
d159.s024.t012	new.a.h.01.
d159.s024.t013	auto.n.h.01.
d159.s024.t014	assembly.n.h.01.
d159.s024.t015	plant.n.h.01.
d159.s024.t016	everyplace.r.h.01.
d159.s024.t017	substantially.r.h.01.
d159.s024.t018	serve.v.h.01.
d159.s024.t019	sort.n.h.01.
d159.s024.t020	conventional.a.h.01.
d159.s024.t021	mass_rapid_transit.n.h.01.
semeval2013.d009.s018.t000	justice.n.h.01.
semeval2013.d009.s018.t001	fundraiser.n.h.01.
semeval2013.d009.s018.t003	case.n.h.01.
semeval2013.d009.s018.t004	court.n.h.01.
d116.s120.t000	volunteer.v.h.01.
d116.s120.t001	be.v.h.01.
d116.s120.t002	man.n.h.01.
d116.s120.t003	60.a.h.01.
d116.s120.t004	bound.v.h.01.
d116.s120.t005	on_a_higher_floor.r.h.01.
d116.s120.t006	leap.n.h.01.
d116.s120.t007	render.v.h.01.
d116.s120.t008	number.n.h.01.
d116.s120.t009	less.r.h.01.
d116.s120.t010	credible.a.h.01.
d065.s091.t000	maybe.r.h.01.
d065.s091.t001	well.r.h.01.
d065.s091.t002	tell.v.h.01.
d065.s091.t003	guy.n.h.02.
d065.s091.t004	hire.v.h.01.
d065.s091.t005	say.v.h.01.
basque_homeland_and_freedom.n.01_example.0	basque_fatherland_and_liberty.n.h.01.
d191.s017.t000	mind.v.h.01.
d191.s017.t001	express.v.h.01.
d191.s017.t002	be.v.h.01.
d121.s188.t000	town.n.h.01.
d121.s188.t001	be.v.h.01.
d121.s188.t002	about.r.h.01.
d121.s188.t003	person.n.h.01.
d121.s188.t004	expect.v.h.01.
d121.s188.t005	one.a.h.01.
d121.s188.t006	main_street.n.h.01.
d121.s188.t007	row.n.h.01.
d121.s188.t008	building.n.h.01.
d121.s188.t009	water_tower.n.h.01.
d121.s188.t010	a_couple_of.a.h.01.
d121.s188.t011	storage_warehouse.n.h.01.
d121.s188.t012	single.a.h.01.
d121.s188.t013	hotel.n.h.01.
d121.s188.t014	sunbaked.a.h.01.
d169.s024.t000	negative.a.h.01.
d169.s024.t001	pressure.n.h.01.
d169.s024.t002	non.r.h.01.
d169.s024.t003	explain.v.h.01.
d169.s024.t004	velocity.n.h.01.
d169.s024.t005	head.n.h.01.
d169.s024.t006	be.v.h.01.
d169.s024.t007	non.r.h.01.
d169.s024.t008	sufficient.a.h.01.
d169.s024.t009	explain.v.h.01.
d169.s024.t010	reading.n.h.02.
d169.s024.t011	several.a.h.01.
d169.s024.t012	magnitude.n.h.01.
d224.s108.t000	crawl.v.h.01.
d224.s108.t001	restore.v.h.01.
d224.s108.t002	excise.v.h.02.
d125.s007.t000	ask.v.h.01.
d125.s007.t001	coach.n.h.02.
d125.s007.t002	person.n.h.01.
d125.s007.t003	position.n.h.01.
d125.s007.t004	play.v.h.01.
d125.s007.t005	get.v.h.01.
d125.s007.t006	quick.a.h.01.
d125.s007.t007	response.n.h.01.
d125.s007.t008	place-kicker.n.h.01.
senseval3.d000.s004.t002	match.v.h.01.
senseval3.d000.s004.t003	drink.n.h.01.
senseval3.d000.s004.t004	drink.n.h.01.
senseval3.d000.s004.t005	lose.v.h.01.
senseval3.d000.s004.t006	count.n.h.01.
senseval3.d000.s004.t007	man.n.h.01.
senseval3.d000.s004.t008	eye.n.h.01.
d076.s116.t000	legation.n.h.01.
d076.s116.t001	generously.r.h.01.
d076.s116.t002	set.v.h.01.
d076.s116.t003	back.r.h.01.
d076.s116.t004	building.n.h.01.
d076.s116.t005	line.n.h.01.
d076.s116.t006	angle.n.h.02.
d076.s116.t007	fire.n.h.01.
d076.s116.t008	be.v.h.01.
d076.s116.t009	too.r.h.01.
d076.s116.t010	great.a.h.01.
d076.s116.t011	jutting.a.h.01.
d076.s116.t012	building.n.h.01.
d076.s116.t013	side.n.h.01.
d076.s116.t014	interfere.v.h.01.
d099.s141.t000	duck.v.h.01.
d099.s141.t001	stone.n.h.02.
d099.s141.t002	strike.v.h.01.
band.n.03_example.0	band.n.h.01.
d150.s003.t000	learned.a.h.01.
d150.s003.t001	man.n.h.01.
d150.s003.t002	bandit.n.h.01.
d150.s003.t003	express_joy.v.h.01.
d150.s003.t004	face.n.h.01.
d075.s014.t000	realise.v.h.01.
d075.s014.t001	now.r.h.01.
d075.s014.t002	show.v.h.01.
d075.s014.t003	impress.v.h.01.
d075.s014.t004	be.v.h.01.
d075.s014.t005	very.r.h.01.
d075.s014.t006	accurate.a.h.01.
d075.s014.t007	way.n.h.01.
d075.s014.t008	mother.n.h.01.
d075.s014.t009	once.r.h.01.
d075.s014.t010	say.v.h.01.
d075.s014.t011	be.v.h.01.
d075.s014.t012	show.v.h.01.
d075.s014.t013	reason.n.h.01.
d075.s014.t014	detest.v.h.01.
d075.s014.t015	woman.n.h.01.
d070.s006.t000	person.n.h.01.
d070.s006.t001	catch_up_with.v.h.01.
d070.s006.t002	ball.n.h.03.
d070.s006.t003	fence.n.h.01.
d070.s006.t004	throw.v.h.01.
d070.s006.t005	person.n.h.01.
d034.s083.t000	rice.n.h.02.
d034.s083.t001	be.v.h.01.
d034.s083.t002	dosed.a.h.01.
d034.s083.t003	opium.n.h.01.
d034.s083.t004	indeed.r.h.01.
d034.s083.t005	have.v.h.01.
d034.s083.t006	no.a.h.01.
d034.s083.t007	taste.n.h.01.
d034.s083.t008	at_all.r.h.01.
d034.s083.t009	non.r.h.01.
d034.s083.t010	grain.n.h.01.
d034.s083.t011	salt.n.h.02.
service.n.15_example.0	service.n.h.01.
d064.s021.t000	finally.r.h.01.
d064.s021.t001	come.v.h.01.
d064.s021.t002	little.a.h.01.
d064.s021.t003	flick.n.h.01.
d064.s021.t004	rigger.n.h.01.
d064.s021.t005	brush.n.h.01.
d064.s021.t006	job.n.h.02.
d064.s021.t007	be.v.h.01.
d064.s021.t008	done.a.h.01.
set.n.02_example.0	set.n.h.01.
d060.s068.t000	employee.n.h.01.
d060.s068.t001	deduct.v.h.01.
d060.s068.t002	expense.n.h.01.
d060.s068.t003	travel.n.h.01.
d060.s068.t004	meal.n.h.01.
d060.s068.t005	lodge.v.h.01.
d060.s068.t006	home.n.h.01.
d060.s068.t007	performance.n.h.03.
d060.s068.t008	services.n.h.01.
d060.s068.t009	employee.n.h.01.
d030.s033.t000	question.n.h.01.
d030.s033.t001	answer.n.h.01.
d030.s033.t002	gag.n.h.02.
d030.s033.t003	go_around.v.h.01.
d030.s033.t004	time.n.h.01.
d030.s033.t005	carry.v.h.01.
d030.s033.t006	ward.n.h.02.
d157.s020.t000	concern.v.h.01.
d157.s020.t001	sentence.n.h.01.
d157.s020.t002	person.n.h.01.
d157.s020.t003	write.v.h.01.
d157.s020.t004	be.v.h.01.
d157.s020.t005	possible.a.h.01.
d157.s020.t006	mercy.n.h.01.
d157.s020.t007	override.v.h.01.
d157.s020.t008	vengeance.n.h.01.
d157.s020.t009	person.n.h.01.
d157.s020.t010	sentence.n.h.01.
d157.s020.t011	commute.v.h.01.
d157.s020.t012	imprisonment.n.h.01.
d157.s020.t013	be.v.h.01.
d157.s020.t014	well.a.h.01.
d157.s020.t015	well.a.h.01.
d157.s020.t016	country.n.h.01.
d157.s020.t017	virginia.n.h.01.
d001.s012.t000	company.n.h.01.
d001.s012.t001	rebuild.v.h.01.
d001.s012.t002	keep.v.h.01.
d001.s012.t003	use.v.h.01.
d001.s012.t004	angle.n.h.02.
day.n.07_example.0	day.n.h.02.
d134.s032.t000	march.v.h.01.
d134.s032.t001	bayonet.n.h.01.
d134.s032.t002	fixed.a.h.01.
d134.s032.t003	fixed.a.h.01.
d134.s032.t004	face.n.h.02.
d134.s032.t005	be.v.h.01.
d134.s032.t006	anger.n.h.01.
d134.s032.t007	fear.n.h.01.
d134.s032.t008	torment.n.h.01.
d260.s070.t000	sound.v.h.01.
d260.s070.t001	make.v.h.01.
rack.v.07_example.0	rack.v.h.01.
slack.n.05_example.0	slack.n.h.01.
d199.s093.t000	set.v.h.01.
d199.s093.t001	bore.v.h.01.
d122.s078.t000	being.n.h.01.
d122.s078.t001	will.n.h.01.
d122.s078.t002	person.n.h.01.
d122.s078.t003	non.r.h.01.
d122.s078.t004	divide.v.h.01.
d122.s078.t005	god.n.h.01.
d122.s078.t006	dad.n.h.01.
d122.s078.t007	illume.v.h.01.
d122.s078.t008	parish.n.h.01.
d122.s078.t009	face.n.h.01.
d122.s078.t010	turn.v.h.01.
d122.s078.t011	choir.n.h.01.
d122.s078.t012	band.n.h.02.
d122.s078.t013	angel.n.h.01.
d122.s078.t014	pulpit.n.h.01.
d122.s078.t015	tollbar.n.h.01.
d243.s122.t000	be.v.h.01.
d243.s122.t001	rest.v.h.01.
senseval3.d001.s024.t000	freshman.n.h.01.
senseval3.d001.s024.t001	place.v.h.01.
senseval3.d001.s024.t002	emphasis.n.h.01.
senseval3.d001.s024.t004	role.n.h.01.
senseval3.d001.s024.t005	spread.v.h.01.
senseval3.d001.s024.t006	revolution.n.h.01.
senseval3.d001.s024.t007	national.a.h.01.
senseval3.d001.s024.t008	policy.n.h.01.
senseval3.d001.s024.t009	making.n.h.01.
d224.s008.t000	cast.v.h.02.
semeval2015.d000.s008.t000	use.v.h.01.
semeval2015.d000.s008.t001	treat.v.h.01.
semeval2015.d000.s008.t002	type.n.h.01.
semeval2015.d000.s008.t003	cancer.n.h.02.
semeval2015.d000.s008.t006	cancer.n.h.02.
semeval2015.d000.s008.t007	lining.n.h.01.
semeval2015.d000.s008.t010	cause.v.h.01.
d103.s034.t000	man.n.h.01.
d103.s034.t001	boat.n.h.01.
d103.s034.t002	start.v.h.01.
d103.s034.t003	yell.v.h.01.
d103.s034.t004	happily.r.h.01.
d103.s034.t005	first.a.h.01.
d103.s034.t006	sight.n.h.01.
d103.s034.t007	officer.n.h.01.
d103.s034.t008	2.a.h.01.
d103.s034.t009	call.v.h.01.
d103.s034.t010	person.n.h.01.
d149.s004.t000	location.n.h.01.
d149.s004.t001	be.v.h.01.
d149.s004.t002	about.r.h.01.
d149.s004.t003	mile.n.h.01.
d149.s004.t004	west.n.h.03.
d149.s004.t005	location.n.h.01.
d149.s004.t006	location.n.h.01.
d149.s004.t007	border.n.h.02.
d149.s004.t008	location.n.h.01.
d149.s004.t009	small.a.h.01.
d149.s004.t010	dirty.a.h.01.
d149.s004.t011	stream.n.h.01.
d008.s181.t000	coroner.n.h.01.
d008.s181.t001	say.v.h.01.
d008.s181.t002	look.v.h.01.
d008.s181.t003	suck_in.v.h.01.
d008.s181.t004	big.a.h.01.
d008.s181.t005	pile.n.h.01.
d008.s181.t006	thick.a.h.01.
d008.s181.t007	suds.n.h.01.
d008.s181.t008	strangle.v.h.01.
paddle.v.01_example.0	paddle.v.h.01.
ring.n.06_example.1	ring.n.h.02.
d096.s114.t000	show.v.h.01.
d096.s114.t001	be.v.h.01.
d096.s114.t002	boss.n.h.02.
pit.n.09_example.0	pit.n.h.01.
d226.s110.t000	take.v.h.01.
d226.s110.t001	rest.v.h.01.
d226.s110.t002	add.v.h.01.
d016.s018.t000	sep.n.h.01.
d016.s018.t001	person.n.h.01.
d016.s018.t002	charles_darwin.n.h.01.
d016.s018.t003	famed.a.h.01.
d016.s018.t004	adherent.n.h.01.
d016.s018.t005	come.v.h.01.
d016.s018.t006	england.n.h.01.
d016.s018.t007	speak.v.h.01.
d016.s018.t008	crowded.a.h.01.
d016.s018.t009	auditorium.n.h.01.
d016.s018.t010	formal.a.h.01.
d016.s018.t011	opening.n.h.01.
d016.s018.t012	university.n.h.01.
d016.s018.t013	be.v.h.01.
d016.s018.t014	school.n.h.01.
d016.s018.t015	man.n.h.01.
d016.s018.t016	only.r.h.01.
d016.s018.t017	afford.v.h.01.
d016.s018.t018	person.n.h.01.
d016.s018.t019	opportunity.n.h.01.
d016.s018.t020	attend.v.h.01.
